aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp_diff,humi_diff,w_dir_diff,wind_diff,rain_diff
17,15,6,15,0.5,33,17,6,1,-2,-135,1,0
20,17,6,13,0.5,35,20,8,-1,2,135,0,0
20,20,6,10,0.5,43,20,9,0,1,-190,0,0
22,20,7,9,0.5,48,22,7,0,-5,190,0,0
18,22,7,8,0.5,51,18,7,0,0,-135,0,0
20,18,7,10,0.5,48,20,6,0,1,0,0,0
21,20,7,10,0.5,51,21,6,0,1,135,1,0
20,21,6,11,0.6,54,20,8,0,-3,0,-1,0
25,20,7,14,0.5,51,25,8,0,0,0,1,0
25,25,7,19,0.5,42,25,8,1,-2,-135,-1,0
28,25,7,22,0.6,33,28,9,1,-5,135,1,0
29,28,6,21,0.5,29,29,10,0,-1,0,-1,0
28,29,6,20,0.5,29,28,10,0,-1,-135,1,0
24,28,6,19,0.5,31,24,11,0,0,0,-1,0
27,24,6,20,0.5,30,27,9,1,-1,135,1,0
24,27,6,18,0.5,33,24,9,0,-2,0,-1,0
27,24,6,14,0.5,39,27,10,0,0,-135,0,0
22,27,6,12,0.5,42,22,10,-1,3,-55,0,0
25,22,6,10,0.5,42,25,10,0,4,0,-1,0
16,25,6,9,0.5,43,16,9,-1,1,55,1,0
15,16,6,9,0.5,43,15,7,0,1,0,0,0
15,15,6,14,0.5,39,15,8,-1,3,135,0,0
17,15,6,16,0.5,38,17,8,0,3,0,0,0
19,17,6,16,0.5,39,19,6,-1,1,0,0,0
20,19,6,17,0.5,41,20,6,0,0,0,0,0
24,20,6,13,0.5,49,24,8,0,2,0,-1,0
20,24,6,10,0.5,55,20,7,-1,6,-135,1,0.1
21,20,6,10,0.5,56,21,6,0,-4,0,0,-0.1
20,21,6,8,0.5,64,19,6,0,2,135,0,0
22,20,6,7,0.5,68,18,5,0,-2,0,0,0
22,22,6,10,0.5,69,18,4,0,-2,-135,0,0
22,22,6,12,0.5,65,22,5,1,-3,0,0,0
24,22,6,12,0.6,60,24,6,0,-1,0,0,0
27,24,6,14,0.5,52,27,7,0,3,0,0,0
25,27,6,16,0.5,43,25,7,2,-9,135,1,0
23,25,6,21,0.5,34,23,7,1,-3,0,0,0
28,23,6,20,0.5,30,28,9,2,-10,-135,0,0
27,28,6,14,0.4,37,27,9,1,-6,0,-1,0
20,27,5,12,0.4,39,20,6,-1,2,0,0,0
19,20,6,13,0.5,39,19,7,0,4,0,0,0
20,19,6,11,0.5,43,20,6,0,-3,0,0,0
20,20,6,9,0.5,47,20,7,-1,5,135,0,0
17,20,7,10,0.5,45,17,7,-2,5,0,1,0
18,17,6,9,0.5,47,18,6,0,5,-135,-1,0
19,18,6,9,0.5,45,19,6,-1,3,0,0,0
18,19,6,9,0.5,44,18,8,0,1,0,0,0
17,18,6,13,0.5,39,17,7,-1,2,0,0,0
17,17,7,12,0.5,39,17,7,1,0,-180,-1,0
18,17,6,14,0.5,36,18,7,-1,0,180,1,0
20,18,6,11,0.5,41,20,8,0,3,135,0,0
21,20,7,9,0.5,46,21,6,0,-1,0,-1,0
21,21,6,8,0.5,49,21,5,0,2,-135,1,0
19,21,7,8,0.5,52,19,6,-1,1,0,0,0
20,19,7,8,0.5,52,20,6,0,0,0,0,0
22,20,6,9,0.5,51,22,5,1,-4,135,0,0
22,22,6,9,0.5,48,22,6,0,1,0,1,0
24,22,6,10,0.5,47,24,8,-1,6,-135,-1,0
25,24,6,13,0.5,42,25,8,3,-13,-55,0,0
25,25,6,15,0.5,37,25,9,-2,13,0,1,0
24,25,6,18,0.5,32,24,9,2,-13,0,0,0
26,24,6,21,0.5,26,26,10,1,-6,55,0,0
28,26,6,18,0.5,27,28,11,0,2,0,-1,0
29,28,6,11,0.4,38,29,10,0,-1,0,1,0
20,29,6,10,0.4,40,20,9,-1,1,0,0,0
19,20,6,9,0.4,44,19,6,1,-1,0,-1,0
17,19,6,8,0.4,46,17,5,-1,-1,0,1,0
16,17,6,7,0.4,46,16,5,0,3,0,-1,0
15,16,6,7,0.4,46,14,6,-1,4,135,0,0
14,15,6,7,0.4,44,14,6,0,1,-135,0,0
14,14,6,9,0.5,38,14,5,0,1,0,0,0
15,14,6,13,0.5,32,15,6,-1,0,0,0,0
17,15,6,13,0.5,31,17,6,0,0,0,0,0
18,17,7,11,0.5,34,18,7,0,-1,0,0,0
22,18,6,8,0.5,40,22,7,0,-1,135,1,0
22,22,6,9,0.5,41,22,6,0,3,0,-1,0
21,22,6,8,0.5,43,21,6,-1,1,-135,0,0
19,21,6,7,0.5,47,19,5,0,1,0,0,0
18,19,6,8,0.5,48,18,5,0,1,0,0,0
19,18,6,10,0.5,49,19,4,0,-2,0,0,0
19,19,6,12,0.5,44,19,5,1,-2,135,0,0
21,19,6,14,0.5,39,21,7,1,-3,-135,0,0
24,21,7,18,0.5,32,24,7,1,-5,135,1,0
33,24,7,19,0.5,27,33,9,-1,2,-135,0,0
31,33,6,14,0.5,31,31,10,1,1,0,0,0
25,31,6,8,0.4,43,25,9,1,-7,135,-1,0
16,25,6,9,0.4,43,16,6,0,3,-135,1,0
14,16,6,11,0.4,40,14,4,0,1,-55,-1,0
16,14,6,11,0.4,40,16,4,-2,13,55,-1,3.4
16,16,6,10,0.4,40,16,4,0,1,0,0,-3.4
15,16,6,13,0.4,35,15,4,1,-10,135,1,0
20,15,6,10,0.4,34,20,5,-1,-2,-135,0,0
15,20,6,7,0.4,38,15,5,0,4,-55,0,0
12,15,6,6,0.4,37,12,4,-1,2,55,0,0
10,12,6,10,0.5,29,10,3,0,2,-55,1,0
9,10,6,15,0.5,23,9,3,-1,-1,55,-1,0
13,9,6,15,0.5,23,13,5,1,-1,0,0,0
20,13,6,14,0.5,26,20,5,-1,2,0,0,0
18,20,6,11,0.5,30,18,5,0,3,-55,-1,0
16,18,6,9,0.5,37,16,4,0,-1,0,0,0
17,16,6,6,0.4,43,17,4,0,-2,55,1,0
15,17,6,6,0.4,46,13,5,-2,14,135,0,0.4
15,15,6,7,0.5,45,13,3,0,2,-45,-1,-0.4
15,15,6,8,0.4,46,15,4,1,-5,45,0,0
22,15,6,9,0.5,38,22,3,1,-3,0,0,0
17,22,6,9,0.4,39,17,4,0,1,0,0,0
16,17,6,10,0.4,43,16,4,0,5,-225,1,1.8
17,16,6,12,0.5,39,17,4,1,-11,90,1,-1.4
20,17,5,13,0.4,36,20,4,1,-3,0,-1,-0.2
21,20,6,15,0.4,33,21,7,2,-14,0,0,-0.2
24,21,6,15,0.5,29,24,7,1,-5,0,0,0
16,24,6,14,0.5,26,16,9,-3,13,135,0,0.2
17,16,6,16,0.5,22,17,7,2,-9,-190,0,-0.2
18,17,6,16,0.5,19,18,8,0,-4,0,0,0
20,18,6,16,0.5,18,20,8,-1,7,0,0,0
21,20,6,16,0.5,15,21,7,-2,8,-35,-1,0
22,21,6,12,0.5,18,22,8,0,2,35,0,0
22,22,6,13,0.5,18,22,8,0,2,0,2,0
21,22,6,14,0.5,17,21,7,-2,10,190,-2,0.1
69,68,22,33,1,27,68,50,1,-4,45,0,0
64,69,21,29,0.8,34,66,46,1,-3,-45,0,0
54,64,18,19,0.6,47,57,37,2,-10,270,1,0
52,54,16,21,0.6,54,53,32,-1,4,-270,0,0
51,52,17,25,0.8,45,52,30,-4,6,0,1,0
67,51,15,26,1,23,74,48,-1,3,0,-1,0
112,67,13,29,1.1,14,108,84,0,2,0,0,0
102,112,13,30,1,14,107,76,-1,1,0,0,0
87,102,14,30,1.1,10,77,64,0,-1,0,-1,0
82,87,15,31,1.2,5,76,60,-1,0,180,1,0
73,82,14,33,1.2,6,71,53,0,-1,-225,1,0
54,73,16,33,1.2,8,53,38,0,-3,0,-1,0
41,54,15,29,1.1,13,41,27,-1,-1,0,0,0
33,41,13,24,1,24,33,23,0,4,225,0,0
28,33,11,19,0.9,35,28,18,0,-1,-225,0,0
25,28,11,18,0.9,35,25,14,0,-1,0,0,0
22,25,11,16,0.9,38,22,11,-1,-1,225,0,0
19,22,10,15,0.8,44,19,11,1,1,-225,0,0
18,19,10,15,0.8,46,18,9,-1,-5,0,0,0
19,18,10,14,0.7,51,19,9,0,-1,0,-1,0
19,19,10,17,0.7,56,19,11,1,1,0,1,0
24,19,10,19,0.7,55,24,13,-1,-2,0,0,0
28,24,13,23,0.8,53,28,16,1,-2,0,-1,0
33,28,13,22,0.7,56,33,19,0,-1,45,2,0
36,33,13,21,0.7,59,36,22,0,1,-45,-1,0
43,36,14,20,0.8,61,42,30,0,0,0,0,0
48,43,13,20,0.7,63,48,33,0,-2,45,1,0
50,48,14,21,0.7,64,48,35,1,-8,-45,0,0
52,50,13,21,0.8,69,54,36,1,1,0,1,0
51,52,13,22,0.8,65,51,34,-1,1,0,-2,0
60,51,12,24,0.8,63,61,43,0,0,0,0,0
67,60,14,26,0.9,61,64,48,-1,0,0,0,0
72,67,13,23,0.8,58,69,52,0,0,0,1,0
58,72,14,20,0.7,58,56,41,-1,1,0,0,0
40,58,11,18,0.6,56,40,24,0,10,0,-1,0
35,40,10,17,0.6,52,35,19,-1,0,0,0,0
26,35,9,16,0.6,49,26,14,0,-3,0,0,0
22,26,10,15,0.6,46,22,13,-1,10,45,1,0
20,22,9,15,0.8,46,20,12,-1,6,0,-1,0
20,20,8,15,1,45,20,13,0,1,0,0,0.1
20,20,8,13,1,46,19,14,0,-2,0,0,-0.1
20,20,8,13,1,47,18,14,0,-1,45,0,0
25,20,8,12,0.9,47,22,17,0,-1,-45,0,0
32,25,8,13,0.8,47,28,22,-1,-2,0,1,0
32,32,9,15,0.7,52,31,22,0,-9,0,-1,0
40,32,11,16,0.6,54,38,28,0,-3,0,0,0
40,40,13,18,0.5,55,39,28,0,0,0,0,0
40,40,14,18,0.5,55,40,26,0,-3,0,0,0
40,40,14,17,0.5,55,40,28,0,-4,0,0,0
45,40,15,16,0.6,58,45,28,2,-3,0,-1,0
45,45,14,14,0.6,62,45,28,0,-4,0,1,0
46,45,13,17,0.6,64,46,31,1,-1,0,0,0
42,46,13,17,0.6,64,42,26,0,0,0,1,0
48,42,12,19,0.6,64,48,27,0,0,0,0,0
50,48,14,21,0.6,63,50,29,-1,-1,0,0,0
49,50,17,22,0.6,61,49,30,0,1,0,-1,0
51,49,17,21,0.6,59,52,30,-1,3,45,0,0
50,51,17,18,0.5,57,50,30,0,3,-45,0,0
51,50,14,17,0.5,54,52,32,-1,-2,0,0,0
23,21,6,17,0.6,15,23,7,0,1,0,1,-0.1
26,23,6,16,0.5,21,26,9,0,-5,-135,-1,0
27,26,7,16,0.5,27,27,9,0,5,135,0,0
30,27,6,14,0.5,35,30,9,0,0,0,0,0
29,30,7,12,0.5,46,29,11,0,0,0,0,0
28,29,7,9,0.5,58,28,11,0,-5,0,0,0
24,28,7,7,0.5,61,24,10,0,0,-135,0,0
22,24,7,11,0.5,56,22,9,0,2,0,0,0
24,22,7,10,0.5,59,24,9,0,-1,-90,0,0
23,24,7,11,0.5,58,23,8,2,-6,35,0,0
28,23,7,16,0.5,49,28,8,0,-4,190,0,0
27,28,7,21,0.5,37,27,11,2,-8,0,0,0
29,27,7,24,0.5,29,29,11,1,-3,-225,1,0
29,29,7,26,0.5,21,29,10,1,-3,-45,0,0
34,29,6,21,0.5,29,34,13,1,-3,0,0,0
29,34,6,15,0.4,48,29,13,-3,27,270,-1,1.3
21,29,6,14,0.4,55,21,11,1,-18,-270,1,-1.3
20,21,6,12,0.5,57,20,9,0,-1,45,0,0
18,20,6,12,0.5,56,16,6,0,1,0,0,0
17,18,7,11,0.5,53,16,7,0,4,35,-1,0
17,17,8,11,0.5,51,17,8,-1,-3,-35,1,0
19,17,8,10,0.6,50,19,10,-1,9,0,-1,0
19,19,7,9,0.5,51,19,10,-2,3,135,2,0
19,19,9,10,0.7,44,19,8,-1,2,45,-1,0
28,19,8,14,0.7,39,28,14,-1,0,0,0,0
33,28,9,15,0.7,44,33,15,0,8,-270,-1,0.9
36,33,7,14,0.7,46,36,20,0,-3,0,1,-0.9
38,36,6,13,0.7,50,38,23,0,-1,0,-1,0
36,38,7,13,0.6,64,36,24,0,-1,45,0,0
39,36,8,14,0.6,75,39,22,-1,0,0,0,0
44,39,8,11,0.6,85,44,20,0,0,-45,1,0
39,44,7,10,0.6,85,39,18,0,3,0,-1,0
37,39,7,14,0.6,72,37,19,1,-3,45,1,0
35,37,7,17,0.6,62,35,19,0,-1,0,0,0
33,35,6,19,0.6,52,33,19,0,1,-45,-1,0
40,33,6,21,0.6,49,40,25,4,-11,225,0,0
45,40,7,28,0.6,40,45,28,2,-6,-135,1,0
53,45,7,29,0.7,35,55,34,0,-2,180,-1,0
52,53,7,22,0.6,42,53,29,1,-4,-270,1,0
43,52,7,27,0.6,36,43,23,1,-4,225,0,0
46,43,7,24,0.6,39,46,25,0,6,-225,-1,0
41,46,6,19,0.6,41,41,23,-1,-7,45,0,0
37,41,6,17,0.6,38,37,19,0,4,0,1,0
34,37,6,14,0.5,39,34,19,-1,5,-45,0,0
29,34,6,13,0.5,38,29,15,-1,3,0,0,0
28,29,6,10,0.5,39,28,16,-1,2,45,0,0
25,28,6,10,0.5,41,25,15,-1,10,225,-1,0
25,25,6,11,0.5,39,25,14,0,1,-180,0,0
26,25,6,14,0.5,38,26,15,0,1,-45,1,0
26,26,6,12,0.5,47,26,15,-1,1,-45,-1,0
27,26,6,11,0.5,57,27,17,0,1,0,0,0
30,27,6,10,0.5,64,30,16,0,1,90,0,0
30,30,6,9,0.6,66,30,17,0,2,-45,0,0
34,30,6,8,0.6,77,34,18,0,1,80,0,0
36,34,6,7,0.6,88,36,21,-1,0,-35,0,0
36,36,6,11,0.6,81,36,23,0,0,-45,0,0
36,36,6,17,0.6,68,36,21,2,-9,-45,0,0
33,36,6,23,0.7,58,33,20,1,-7,45,1,0
39,33,6,17,0.6,67,39,23,1,-5,0,0,0
43,39,6,13,0.6,71,43,25,2,-10,0,0,0
38,43,6,16,0.6,62,38,22,-1,5,180,0,0
34,38,6,18,0.6,53,34,18,2,-4,0,0,0
35,34,6,19,0.6,40,35,19,-1,2,-225,0,0
32,35,5,19,0.6,35,32,16,-5,31,315,0,10.3
31,32,5,15,0.6,39,31,17,2,1,0,0,-10.3
25,31,6,17,0.6,32,25,14,1,-17,-225,0,0
30,25,7,15,0.6,31,30,14,-1,0,0,1,0
29,30,7,17,0.6,25,29,13,0,1,-90,-2,0
32,29,7,20,0.6,19,32,15,0,2,90,1,0
34,32,7,20,0.6,18,34,15,-1,8,135,-1,0
35,34,7,18,0.6,17,35,16,-1,2,90,0,0
33,35,6,19,0.6,14,33,18,0,0,0,0,0
32,33,6,21,0.7,13,32,18,0,1,-190,0,0
34,32,7,21,0.7,16,34,19,0,-2,-80,0,0
39,34,8,26,0.8,20,39,21,-1,7,135,0,0
44,39,8,27,0.7,27,44,23,0,1,135,0,0
41,44,7,16,0.6,104,41,21,1,0,0,0,-0.1
39,41,6,18,0.6,68,39,21,0,-4,0,0,-0.1
26,39,6,24,0.6,43,26,14,2,-9,-35,0,0
24,26,6,31,0.7,25,24,15,-1,5,225,1,0.6
32,24,6,28,0.6,22,32,17,0,-2,-190,0,-0.6
31,32,6,24,0.6,22,31,16,3,-11,0,0,0
28,31,6,24,0.6,18,28,14,2,-10,-35,-1,0
31,28,6,20,0.6,21,31,14,-3,16,-90,2,3.8
28,31,6,18,0.6,21,28,10,0,1,315,-2,4.8
25,28,7,19,0.6,20,25,10,-1,2,0,2,-8.6
26,25,7,15,0.5,22,26,9,-1,3,0,-1,0
23,26,7,11,0.5,24,23,8,1,-1,-315,-1,0
22,23,7,10,0.5,23,22,7,-1,-2,0,0,0
19,22,7,8,0.5,27,19,7,-1,2,315,0,0
11,19,6,7,0.5,31,11,6,0,0,-135,1,0
12,11,6,11,0.5,26,12,5,0,0,0,-1,0
11,12,6,16,0.6,20,11,5,0,0,135,1,0
17,11,6,14,0.6,22,17,6,0,0,-135,-1,0
18,17,7,11,0.6,29,18,7,0,-1,0,1,0
22,18,7,8,0.5,39,22,7,0,1,0,0,0
20,22,7,7,0.5,50,20,9,0,0,0,-1,0
18,20,7,6,0.5,54,18,8,-1,7,135,1,0.7
18,18,7,6,0.5,56,15,7,-1,2,-135,-1,2.6
19,18,6,8,0.5,58,16,5,0,-1,135,1,-3.2
19,19,6,9,0.5,59,16,5,1,0,0,0,-0.1
19,19,7,9,0.5,56,19,7,1,-5,-135,0,0
19,19,7,10,0.5,54,19,8,1,-9,0,0,0
21,19,7,14,0.5,48,21,7,2,-5,0,0,0
22,21,6,21,0.5,36,22,8,2,-11,0,1,0
31,22,6,23,0.5,26,31,11,1,-5,0,-1,0
35,31,6,21,0.5,26,35,12,0,-2,0,0,0
30,35,6,22,0.5,21,30,10,1,0,135,1,0
31,30,6,20,0.5,21,31,11,0,0,-135,-1,0
29,31,6,15,0.5,28,29,11,0,0,135,0,0
25,29,6,14,0.5,30,25,8,-1,2,-135,0,0
24,25,6,11,0.5,34,24,9,-1,4,0,0,0
23,24,6,11,0.5,36,23,9,-1,5,0,-1,0
23,23,7,12,0.5,36,23,9,-1,3,-55,1,0
23,23,7,11,0.5,38,23,10,0,3,55,0,0
25,23,7,12,0.5,36,25,11,-1,3,0,-1,0
24,25,7,15,0.5,35,24,11,-1,2,135,1,0
26,24,7,10,0.5,43,26,12,0,2,0,0,0
27,26,7,9,0.5,46,27,13,0,0,-135,0,0
28,27,7,8,0.5,51,28,12,0,2,135,0,0
26,28,7,7,0.5,52,26,10,0,0,-135,-1,0
24,26,7,6,0.5,53,24,10,-1,4,90,1,0
20,24,6,6,0.4,54,20,8,0,-2,45,-1,0
19,20,6,7,0.5,55,19,8,1,0,0,1,0
22,19,7,8,0.5,56,22,8,0,-2,-135,0,0
19,22,6,8,0.5,59,19,7,1,-5,0,1,0
22,19,7,9,0.5,58,22,7,1,-8,0,0,0
23,22,6,12,0.5,53,23,7,2,-8,0,0,0
25,23,6,15,0.5,48,25,9,1,-4,0,0,0
27,25,6,16,0.5,43,27,10,1,-2,0,0,0
31,27,5,18,0.5,41,31,12,0,-3,0,0,0
33,31,6,18,0.5,39,33,13,1,-2,0,-1,0
31,33,6,14,0.5,43,31,13,0,-1,0,1,0
27,31,6,11,0.5,45,27,13,0,-2,0,0,0
24,27,7,10,0.5,46,24,10,0,4,0,-1,0
26,24,6,10,0.5,45,26,12,-1,3,-55,0,0
24,26,7,8,0.5,47,24,12,-2,4,55,0,0
23,24,7,7,0.5,48,23,11,-1,5,0,0,0
21,23,7,7,0.5,47,21,10,0,6,0,0,0
22,21,7,10,0.5,43,22,10,-1,5,0,-1,0
23,22,7,14,0.6,38,23,13,0,1,0,1,0
28,23,7,16,0.6,36,28,13,0,0,0,0,0
32,28,7,14,0.6,39,32,14,-1,2,0,0,0
33,32,7,15,0.6,40,33,14,0,3,135,0,0
35,33,8,15,0.6,47,35,20,0,1,-135,-1,0
38,35,8,10,0.6,67,38,18,0,1,135,1,0
36,38,8,10,0.6,81,36,18,-1,0,-135,-1,0
34,36,9,9,0.7,88,34,18,0,2,0,1,0
35,34,8,12,0.7,85,35,18,1,-4,135,1,0
50,35,8,15,0.7,86,50,17,0,-1,-135,-1,0
38,50,8,15,0.7,90,38,19,1,-4,135,1,0
34,38,9,13,0.7,89,34,17,0,0,0,-1,0
32,34,10,14,0.7,84,32,15,2,-6,-135,0,0
30,32,9,14,0.6,77,30,14,1,-8,0,0,0
30,30,9,16,0.6,69,30,11,1,-4,0,0,0
26,30,8,18,0.6,61,26,10,1,-2,135,0,0
24,26,9,19,0.6,57,24,9,-5,25,-90,1,0.8
27,24,9,17,0.6,58,27,10,2,-13,-225,-1,-0.6
24,27,10,17,0.6,56,24,10,-1,0,45,1,-0.2
26,24,11,15,0.6,60,26,8,0,1,0,-1,0
22,26,9,10,0.5,70,22,8,-1,-1,-45,1,0
24,22,8,8,0.5,75,18,8,-1,4,225,0,0
23,24,7,6,0.4,73,15,6,-1,-1,-225,-1,0
21,23,7,8,0.5,66,14,5,-1,2,0,0,0
16,21,8,19,0.6,51,13,6,0,-3,0,0,0
21,16,9,17,0.6,57,21,6,0,1,0,0,0
23,21,10,15,0.5,71,20,7,0,2,225,0,0
28,23,8,9,0.5,87,26,8,0,-2,-180,0,0
30,28,7,7,0.5,95,28,8,-1,-1,0,-1,0
33,30,8,7,0.5,105,29,9,0,3,135,0,0
36,33,9,7,0.5,114,26,9,0,1,-55,0,0
37,36,8,8,0.6,116,26,10,0,0,0,0,0
36,37,8,9,0.5,115,27,11,0,-2,145,0,0
38,36,8,8,0.5,119,29,11,1,-5,-45,1,0
38,38,8,10,0.5,120,26,11,1,-4,-225,1,0
37,38,8,12,0.5,117,29,11,1,-3,225,0,0
32,37,9,22,0.6,101,30,12,1,-4,-225,-1,0
35,32,8,43,0.7,66,35,14,2,-1,90,0,0
51,35,8,47,0.7,51,51,21,1,-4,0,0,0
52,51,9,54,0.8,35,54,25,0,-1,-45,0,0
57,52,8,56,0.8,25,63,29,0,-3,0,1,0
61,57,8,56,0.8,20,72,31,2,-5,45,-1,0
62,61,10,51,0.8,20,74,32,-1,-3,-90,0,0
60,62,14,46,0.8,22,70,33,-1,0,45,0,0
61,60,9,43,0.8,22,72,35,-3,18,225,-1,0
58,61,10,36,0.8,30,66,33,-2,6,45,0,0
54,58,10,34,0.8,27,57,30,-1,3,0,0,0
53,54,10,35,0.8,23,55,28,-1,2,-45,0,0
54,53,12,36,0.9,24,57,27,-1,1,0,0,0
55,54,16,37,1,46,60,27,0,5,0,0,0
55,55,17,33,0.9,79,60,28,-1,4,45,0,0
55,55,16,25,0.8,109,60,26,0,4,0,0,0
53,55,13,19,0.7,134,55,22,-1,1,-190,0,0
50,53,11,12,0.6,158,49,23,0,5,0,0,0
62,50,11,10,0.6,169,44,18,-1,3,190,0,0
78,62,11,13,0.6,182,42,20,0,0,0,0,0
79,78,9,12,0.6,183,45,20,4,-14,-225,0,0
64,79,10,10,0.6,171,40,19,2,-12,0,0,0
47,64,9,13,0.5,150,41,20,2,-7,0,0,0
42,47,8,14,0.5,132,40,17,2,-2,35,1,0
36,42,7,21,0.5,109,36,16,1,-5,-80,-1,0
41,36,7,32,0.6,83,41,19,1,-5,45,1,0
52,41,7,35,0.6,68,53,24,1,-4,0,0,0
55,52,7,34,0.6,58,60,26,1,-4,0,0,0
53,55,7,41,0.7,41,55,24,1,-5,-45,0,0
56,53,8,46,0.8,26,62,27,0,-3,0,0,0
61,56,7,48,0.8,20,71,31,-1,3,45,1,0
64,61,7,47,0.7,15,77,33,-1,3,0,-1,0
59,64,8,48,0.7,11,67,32,-4,14,225,-1,0
61,59,8,43,0.7,10,72,31,-2,8,0,0,0
60,61,8,41,0.8,9,69,30,-1,5,-45,0,0
58,60,8,38,0.8,7,66,30,-1,6,0,0,0
59,58,9,37,0.9,10,68,33,-1,6,45,0,0
62,59,10,43,0.9,20,74,34,0,3,-45,0,0
65,62,10,42,0.8,48,79,36,-1,4,45,0,0
63,65,9,26,0.7,89,75,33,0,2,-135,0,0
51,63,7,14,0.6,117,52,23,-1,1,0,0,0
41,51,7,10,0.5,126,41,17,0,3,0,0,0
40,41,7,9,0.5,126,38,14,-1,1,0,0,0
37,40,7,9,0.5,116,37,15,0,1,0,0,0
36,37,7,10,0.5,114,33,10,3,-12,-55,0,0
35,36,7,11,0.4,110,34,12,2,-8,0,0,0
36,35,7,13,0.5,102,36,12,3,-5,0,1,0
39,36,7,14,0.5,92,39,13,2,-11,190,1,0
38,39,8,18,0.5,83,38,12,2,-10,0,-1,0
41,38,9,26,0.5,69,41,16,1,-1,0,0,0
48,41,9,33,0.6,55,48,19,1,-6,-135,0,0
52,48,9,40,0.6,40,54,21,1,-4,135,1,0
54,52,9,34,0.6,41,58,22,-1,-2,-190,-1,0
51,54,7,30,0.6,49,52,21,0,3,0,1,0
50,51,7,25,0.6,56,50,19,-1,4,0,0,0
46,50,7,21,0.6,62,46,18,-2,2,0,0,0
43,46,6,17,0.5,71,43,17,-1,5,55,-1,0
38,43,6,16,0.5,72,38,15,-1,6,0,0,0
36,38,6,15,0.5,70,36,14,-2,10,135,-1,0
32,36,6,19,0.6,62,32,14,-1,4,-45,0,0
34,32,7,27,0.7,52,34,15,0,2,45,0,0
36,34,8,23,0.7,62,36,17,0,0,-225,0,0
42,36,8,20,0.6,74,42,18,-1,5,90,0,0
41,42,8,14,0.6,95,41,17,0,2,-55,0,0
38,41,8,13,0.6,110,38,16,0,-10,55,0,0
40,38,7,10,0.6,117,40,18,0,6,-180,0,0
37,40,7,9,0.5,116,35,14,-1,6,125,0,0
35,37,7,10,0.6,112,30,13,-1,1,55,0,0
34,35,7,10,0.6,105,34,16,1,-1,-55,0,0
36,34,7,13,0.6,100,36,17,2,-5,-35,0,0
37,36,6,15,0.6,97,37,15,2,-4,225,0,0
40,37,6,14,0.6,90,40,16,2,-8,-135,1,0
39,40,6,16,0.6,86,39,16,1,-4,-55,0,0
36,39,6,19,0.5,84,36,17,1,-3,190,0,0
40,36,6,22,0.6,77,40,18,1,-3,-135,1,0
43,40,6,19,0.5,82,43,17,-1,-3,0,-1,0
38,43,5,18,0.5,79,38,16,2,3,135,0,0
40,38,7,21,0.6,74,40,18,-1,0,-190,0,0
45,40,7,18,0.6,78,45,19,-1,5,0,1,0
46,45,7,16,0.6,84,46,18,-2,1,0,-1,0
40,46,7,16,0.6,83,40,17,0,-2,0,0,0
38,40,7,14,0.6,84,38,17,-1,-1,55,0,0
39,38,7,14,0.6,84,39,19,-1,7,0,-1,0
42,39,7,17,0.6,77,42,21,0,1,-55,0,0
41,42,7,27,0.7,66,41,21,-1,3,55,0,0
48,41,8,20,0.7,85,48,22,0,1,-55,1,0
48,48,8,15,0.7,104,48,24,-1,5,190,-1,0
48,48,8,10,0.6,111,48,27,1,0,-190,0,0
41,48,7,9,0.6,112,41,22,0,0,-35,0,0
36,41,7,8,0.6,108,36,18,-1,5,0,0,0
38,36,8,13,0.6,99,38,20,3,-14,35,1,0
45,38,8,21,0.7,85,45,21,2,-7,190,-1,0
48,45,7,22,0.7,76,48,22,1,-1,0,2,0
50,48,7,17,0.7,78,50,26,1,-4,-135,0,0
48,50,7,17,0.6,78,48,28,1,-4,135,0,0
45,48,7,21,0.6,72,45,25,1,-2,0,-1,0
48,45,7,30,0.6,56,48,25,0,-1,0,0,0
52,48,7,29,0.6,54,54,26,-1,-1,-190,0,0
53,52,6,27,0.7,54,55,25,0,0,55,0,0
54,53,6,24,0.6,57,57,26,-1,5,0,0,0
49,54,6,24,0.6,58,49,22,-1,4,0,0,0
48,49,6,19,0.6,65,48,24,-1,7,0,-1,0.1
45,48,7,21,0.6,57,45,22,0,-1,-55,0,-0.1
44,45,7,22,0.6,53,44,22,-1,5,-35,0,0
44,44,7,24,0.6,46,44,22,-1,7,225,0,0
46,44,8,29,0.7,41,46,25,-1,3,-45,0,0
49,46,9,23,0.7,71,49,25,-1,3,0,0,0
50,49,8,17,0.7,105,50,24,0,-2,-145,0,0
45,50,7,8,0.5,128,45,18,-1,3,-100,0,0
41,45,6,9,0.5,128,41,20,3,-9,-90,0,0
43,41,6,11,0.6,125,43,20,2,-15,0,0,0
40,43,6,12,0.6,117,40,18,2,-8,90,1,0
42,40,6,12,0.6,110,42,19,1,-8,135,1,0
42,42,6,15,0.6,101,42,21,2,-8,-135,-1,0
45,42,6,24,0.6,84,45,23,1,-1,0,0,0
52,45,6,29,0.6,72,54,25,0,-3,-55,1,0
54,52,6,36,0.6,55,57,27,4,-2,-125,-1,0
60,54,6,31,0.6,54,69,29,-4,0,180,0,0
57,60,6,27,0.7,55,64,28,1,-1,-55,0,0
55,57,6,24,0.7,55,59,27,-2,7,-35,0,0
