aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
19,18,9,6,0.8,41,19,11,8,85,45,2,0
17,19,8,5,0.9,39,17,10,8,86,45,2,0
17,17,8,5,0.8,43,17,9,7,92,0,2,0
16,17,8,5,0.8,46,16,9,7,92,0,2,0.1
16,16,8,4,0.8,44,16,8,7,92,45,2,0
16,16,8,4,0.8,43,16,7,6,90,45,2,0
16,16,8,5,0.7,50,15,8,6,87,45,2,0
17,16,8,7,0.7,52,14,10,6,86,45,2,0
16,17,9,10,0.7,48,16,8,6,92,90,2,0
15,16,11,10,0.7,48,14,8,6,92,45,2,0
16,15,11,8,0.7,51,16,10,6,92,45,2,0
16,16,11,9,0.7,49,15,8,6,90,45,2,0
18,16,13,9,0.7,46,18,10,5,89,45,2,0
20,18,13,9,0.7,45,20,13,6,86,45,2,0
22,20,15,9,0.7,47,21,15,5,84,45,2,0
26,22,14,8,0.7,49,26,18,5,88,225,2,1
26,26,15,8,0.7,50,25,18,5,87,45,2,0.1
30,26,17,9,0.7,49,30,21,6,86,45,2,0
36,30,15,9,0.7,46,31,25,6,87,45,2,0
38,36,11,8,0.7,45,32,26,5,87,45,2,0
26,38,9,8,0.7,43,23,18,5,88,45,2,0
19,26,9,8,0.7,41,18,13,6,84,45,2,0
20,19,9,8,0.7,40,17,14,6,81,45,2,0
19,20,8,7,0.7,41,18,13,6,83,45,2,0
19,19,14,9,0.7,41,17,13,5,85,45,2,0
90,19,9,7,0.7,43,88,67,5,85,45,2,0
49,90,7,6,0.7,42,40,34,5,88,45,2,0.9
25,49,7,6,0.7,42,22,17,4,92,45,2,2.8
18,25,7,5,0.7,43,17,12,2,94,45,2,4.6
16,18,7,5,0.7,44,15,11,2,95,90,2,0.6
15,16,7,7,0.7,40,15,9,2,94,45,2,2
14,15,8,13,0.7,29,14,8,1,95,90,2,1.6
13,14,8,17,0.8,26,13,8,1,96,45,2,0.1
15,13,9,17,0.8,27,12,10,1,95,45,2,2.4
18,15,11,23,0.8,20,18,11,1,96,90,1,1.3
19,18,13,23,0.9,18,18,13,1,96,90,1,1.6
22,19,15,22,1,20,19,15,1,96,45,2,0.1
24,22,14,14,0.9,33,24,16,1,96,45,1,0.4
19,24,13,10,0.8,41,18,13,0,97,225,1,2.9
22,19,13,11,0.8,43,21,15,0,97,90,1,1.9
26,22,13,10,0.7,49,23,18,0,97,45,1,0.6
20,26,11,10,0.7,54,18,14,0,97,125,1,1.7
20,20,13,10,0.7,52,17,14,0,97,0,0,3.9
25,20,13,11,0.7,50,23,17,0,97,0,1,2.9
29,25,14,11,0.7,47,25,20,1,97,45,1,2.5
32,29,13,9,0.7,48,29,22,1,94,45,2,1.3
28,32,12,8,0.6,49,25,19,2,90,45,2,0
23,28,13,8,0.7,48,21,16,2,90,45,2,0
22,23,12,6,0.7,51,21,15,2,85,45,2,0
20,22,11,5,0.7,50,20,14,2,86,45,2,0
29,20,10,5,0.7,49,25,20,2,87,45,2,0
35,29,10,5,0.7,45,35,24,2,87,45,2,0
43,35,10,6,0.7,41,39,30,1,90,45,2,0
45,43,10,6,0.7,40,38,31,1,91,45,1,0
43,45,10,7,0.7,38,38,30,1,90,45,1,0
42,43,11,11,0.7,34,39,29,1,90,45,2,0
42,42,12,11,0.7,33,40,29,1,89,45,1,0
48,42,14,11,0.7,33,43,33,1,90,45,1,0
52,48,18,11,0.7,38,47,36,1,92,45,1,0
57,52,17,11,0.7,43,49,40,1,92,45,1,0
52,57,17,10,0.7,47,45,36,1,92,45,2,0
53,52,16,10,0.7,49,43,37,1,93,45,2,0
48,53,15,9,0.7,51,41,33,1,93,45,1,0
48,48,13,8,0.7,54,41,33,1,92,45,2,0
52,48,12,8,0.7,57,43,36,1,92,90,1,0
49,52,14,9,0.7,56,40,34,2,90,45,1,0
48,49,16,9,0.7,56,41,33,2,86,90,1,0.2
35,48,15,10,0.7,56,32,24,3,82,45,1,0
32,35,15,10,0.7,53,28,22,3,81,90,1,0
40,32,14,11,0.7,51,33,28,4,78,90,2,0
45,40,12,10,0.7,54,39,31,4,75,90,2,0
54,45,11,8,0.7,57,41,38,4,76,125,1,0
48,54,10,7,0.7,58,39,33,4,75,125,1,0
40,48,9,6,0.7,61,34,28,3,77,90,2,0
38,40,8,6,0.6,63,33,26,3,78,45,2,0
35,38,7,5,0.6,63,29,24,3,81,45,2,0
32,35,7,5,0.6,63,28,22,2,83,90,2,0
29,32,7,5,0.7,61,25,20,2,85,45,2,0
30,29,8,5,0.6,64,25,21,1,85,45,2,0
25,30,7,6,0.6,66,23,17,1,85,45,2,0
22,25,8,7,0.7,64,20,15,1,85,45,2,0
26,22,10,8,0.7,61,24,18,1,85,90,2,0
32,26,11,8,0.7,58,29,22,1,86,45,2,0
38,32,11,8,0.7,57,31,26,1,87,225,2,0
39,38,11,8,0.7,55,34,27,1,83,90,2,0
38,39,11,8,0.7,55,34,26,1,84,45,2,0
39,38,12,8,0.7,56,35,27,1,82,45,2,0
43,39,11,9,0.7,57,37,30,1,82,45,2,0
46,43,11,8,0.7,55,41,32,1,84,45,1,0
46,46,11,8,0.7,53,39,32,1,84,45,2,0
43,46,12,8,0.7,50,39,30,1,83,45,2,0
46,43,11,7,0.6,50,39,32,2,81,45,2,0
45,46,11,7,0.6,49,36,31,2,80,45,2,0
43,45,11,6,0.6,53,37,30,3,77,90,2,0
39,43,10,6,0.6,56,32,27,3,77,90,2,0
35,39,9,5,0.6,57,29,24,3,78,90,2,0
32,35,10,5,0.6,57,28,22,2,79,45,2,0
32,32,10,4,0.6,57,29,22,2,81,0,2,0
33,32,9,4,0.6,56,27,23,1,81,45,2,0
33,33,10,4,0.6,54,28,23,1,84,45,2,0
36,33,10,4,0.6,52,30,25,1,81,45,2,0
38,36,9,4,0.6,50,32,26,1,79,45,2,0
38,38,10,5,0.6,48,31,26,0,78,45,2,0
33,38,11,8,0.6,44,29,23,0,78,45,2,0
33,33,13,9,0.6,44,31,23,0,81,45,2,0
36,33,14,10,0.6,46,30,25,0,83,45,2,0
39,36,16,7,0.6,60,36,27,0,93,90,1,0
40,39,15,7,0.6,63,35,28,0,91,45,1,0
44,40,15,7,0.6,64,44,28,0,87,45,2,0
42,44,15,7,0.6,60,36,29,0,85,90,1,0
43,42,15,8,0.6,57,37,30,1,84,90,1,0
46,43,17,8,0.6,53,39,32,2,77,90,2,0
50,46,17,8,0.6,50,43,35,3,73,45,1,0
52,50,16,8,0.6,49,43,36,3,68,90,2,0
53,52,15,7,0.6,49,45,37,4,65,45,2,0
53,53,15,6,0.6,48,43,37,4,64,90,2,0
49,53,14,6,0.6,48,41,34,4,66,45,2,0
49,49,17,6,0.6,48,42,34,4,69,45,2,0
48,49,17,5,0.6,48,39,33,3,73,45,2,0
45,48,18,6,0.6,48,39,31,3,76,45,2,0
43,45,17,6,0.6,47,35,30,3,77,45,2,0
40,43,18,7,0.7,42,35,28,2,78,45,2,0
45,40,18,8,0.6,37,39,31,2,78,45,1,0
52,45,17,12,0.7,30,43,36,2,79,45,2,0
54,52,31,14,0.8,30,46,38,2,76,45,2,0
64,54,31,13,0.7,39,58,46,2,77,225,1,0
59,64,27,12,0.7,50,55,42,2,77,45,1,0
54,59,20,9,0.6,68,48,38,2,82,125,1,0
38,54,16,7,0.6,82,37,26,1,82,90,1,0
29,38,12,6,0.5,89,27,20,1,85,90,1,0
29,29,13,6,0.6,92,28,20,1,88,90,1,0
32,29,14,6,0.6,90,31,22,2,81,45,1,0
33,32,18,7,0.6,84,30,23,3,76,90,1,0
33,33,20,9,0.6,74,33,23,5,65,90,1,0
36,33,21,11,0.6,66,34,25,7,45,90,1,0
36,36,23,13,0.6,59,35,25,8,43,45,2,0
42,36,20,13,0.7,56,36,29,9,43,125,2,0
42,42,19,13,0.6,52,37,29,10,41,90,1,0
42,42,24,12,0.7,49,39,29,11,40,125,2,0
42,42,21,14,0.7,40,39,29,10,43,45,2,0
43,42,22,15,0.8,33,38,30,9,48,45,2,0
45,43,20,14,0.8,28,42,31,8,52,45,2,0
43,45,17,12,0.7,29,40,30,6,64,90,1,0
42,43,16,13,0.7,23,39,29,4,71,270,1,0
45,42,16,14,0.8,19,40,31,3,78,315,1,0
45,45,17,16,0.8,17,40,31,2,84,315,1,0
46,45,17,18,0.8,14,41,32,2,87,270,1,0
52,46,21,18,0.8,17,45,36,1,89,180,1,0
54,52,27,18,0.9,26,49,38,1,91,315,1,0
53,54,34,22,1,33,48,37,0,93,315,1,0
55,53,25,13,0.7,56,54,39,0,94,315,1,0
50,55,17,8,0.6,74,48,35,0,95,315,1,0
42,50,17,9,0.6,83,40,29,0,96,90,1,0
39,42,15,8,0.6,88,39,27,0,93,180,1,0
38,39,15,8,0.6,88,37,26,1,93,90,1,0
38,38,16,9,0.6,82,38,26,1,90,315,1,0
38,38,17,11,0.7,76,37,26,4,79,45,1,0
36,38,26,15,0.7,65,34,25,5,73,90,2,0
41,36,32,19,0.7,53,41,28,7,62,45,2,0
52,41,36,20,0.7,49,47,36,9,54,225,1,0
43,52,36,20,0.7,47,42,30,10,46,180,2,0
45,43,33,17,0.7,47,42,31,10,49,225,2,0
40,45,35,17,0.7,46,39,28,11,49,270,1,0
39,40,39,16,0.7,44,38,27,10,49,315,1,0
42,39,33,14,0.7,47,38,29,10,54,270,1,0
38,42,32,15,0.7,43,38,26,9,54,90,1,0
39,38,28,12,0.7,51,35,27,8,65,125,1,0
38,39,26,11,0.6,54,35,26,7,61,315,1,0
39,38,20,8,0.6,64,38,27,7,66,270,1,0
39,39,16,9,0.6,67,37,27,7,65,270,1,0
43,39,16,15,0.6,60,39,30,7,66,0,0,0
45,43,17,14,0.6,67,40,31,6,68,180,1,0
46,45,13,9,0.6,80,44,32,6,69,0,1,0
48,46,14,10,0.6,81,47,33,6,65,125,1,0
53,48,15,11,0.6,83,49,37,7,57,125,1,0
54,53,17,10,0.6,85,52,38,7,54,125,2,0
53,54,16,10,0.6,89,54,37,7,53,180,2,0
54,53,16,10,0.6,90,54,38,6,60,180,1,0
54,54,15,10,0.6,90,52,38,6,61,125,2,0
55,54,15,9,0.6,91,52,39,6,59,180,1,0
55,55,16,10,0.6,90,52,39,6,67,125,2,0
58,55,19,11,0.6,88,52,41,6,68,180,0,0
58,58,23,13,0.6,84,53,41,6,68,125,1,0
60,58,25,14,0.6,82,56,43,7,64,180,2,0
62,60,18,11,0.6,89,55,44,7,62,125,1,0
62,62,25,14,0.7,80,55,44,8,60,125,1,0
65,62,23,12,0.7,78,56,47,8,55,125,2,0
67,65,20,11,0.6,76,58,48,8,54,125,2,0
64,67,18,10,0.6,76,57,46,8,52,125,1,0
68,64,17,9,0.6,81,58,49,8,53,90,2,0
69,68,16,8,0.7,85,61,50,7,55,90,1,0
73,69,13,8,0.7,94,64,53,7,57,180,1,0
77,73,10,9,0.7,98,75,56,7,60,90,1,0
78,77,10,10,0.7,96,80,57,7,62,45,1,0
80,78,9,11,0.7,87,80,59,6,64,0,1,0
80,80,10,15,0.7,74,74,59,6,65,45,1,0
84,80,11,17,0.8,70,72,62,6,68,0,1,0
84,84,13,16,0.8,75,73,62,6,68,45,1,0
88,84,15,15,0.8,77,82,65,6,71,225,1,0
92,88,18,15,0.8,76,91,68,6,72,90,1,0
100,92,21,17,0.8,74,99,75,6,79,90,1,0
102,100,22,18,0.8,73,101,76,5,83,0,1,0
103,102,22,20,0.8,71,107,77,4,92,90,1,0.1
103,103,20,19,0.8,70,108,77,4,96,125,1,0.3
97,103,21,18,0.8,69,91,72,5,96,90,1,0.1
92,97,20,19,0.8,60,86,68,5,93,45,0,0
104,92,20,20,0.9,52,96,78,6,91,45,1,0
109,104,16,20,0.9,48,95,82,6,90,45,1,0
104,109,13,19,0.9,46,89,78,7,88,45,1,0
97,104,13,19,0.8,46,82,72,7,86,90,1,0
83,97,10,16,0.8,48,69,61,7,84,45,1,0
74,83,10,11,0.8,47,61,54,7,86,90,1,0
64,74,10,9,0.8,41,52,46,7,86,90,1,0
57,64,8,8,0.8,36,44,40,7,88,90,1,0
48,57,8,7,0.8,34,38,33,7,90,90,1,0
40,48,8,7,0.7,34,35,28,6,94,45,1,0.2
36,40,8,7,0.8,26,31,25,6,96,90,1,0.3
38,36,9,8,0.7,23,31,26,6,97,45,2,0.1
33,38,8,8,0.7,26,29,23,6,97,45,1,0.3
23,33,8,10,0.7,27,23,14,5,97,45,2,0.2
23,23,10,10,0.7,29,21,16,5,97,45,2,0.2
23,23,13,12,0.7,28,22,16,5,96,45,1,0.2
29,23,16,12,0.7,29,26,20,5,97,0,1,0.1
29,29,19,12,0.7,32,27,20,5,96,0,1,0.2
33,29,19,11,0.7,36,28,23,4,94,0,2,0.1
33,33,18,11,0.7,39,29,23,4,94,225,2,0
32,33,17,11,0.7,40,31,22,4,93,45,1,0
38,32,16,10,0.7,40,32,26,4,95,90,1,0
43,38,14,10,0.7,40,36,30,5,91,45,1,0
50,43,13,10,0.7,39,44,35,5,90,90,1,0
59,50,12,11,0.7,38,51,42,6,88,0,1,0
57,59,11,11,0.7,39,47,40,6,86,90,1,0
48,57,12,11,0.7,38,41,33,7,82,45,2,0
39,48,13,10,0.7,38,34,27,7,80,90,1,0
33,39,11,8,0.7,39,29,23,7,80,90,2,0
28,33,10,6,0.7,39,25,19,7,79,45,2,0
20,28,9,5,0.6,40,20,14,7,84,45,2,0
18,20,8,4,0.6,42,15,12,6,87,45,2,0
14,18,7,4,0.6,42,13,9,6,91,45,2,0.1
15,14,8,4,0.6,42,13,10,6,93,45,2,0.2
14,15,7,4,0.6,42,13,9,5,94,45,2,0.2
14,14,8,5,0.6,44,14,9,5,94,45,2,0.2
16,14,8,7,0.6,49,13,10,5,96,225,1,0.2
16,16,8,8,0.6,51,15,11,5,96,45,2,0.6
16,16,8,7,0.6,51,15,11,5,93,45,2,0
18,16,10,8,0.6,50,16,12,4,91,45,2,0
16,18,12,7,0.6,48,16,11,4,92,90,1,0
16,16,13,6,0.6,49,15,10,4,92,45,2,0
16,16,12,5,0.6,51,15,11,4,91,45,2,0
18,16,12,6,0.6,57,15,10,4,90,45,2,0
19,18,11,6,0.6,59,14,10,4,90,90,1,0
18,19,12,6,0.6,57,15,10,4,92,90,2,0.3
20,18,12,7,0.6,58,20,11,4,90,45,2,0
22,20,12,7,0.6,56,20,15,4,90,90,2,0
26,22,12,8,0.6,55,25,18,4,87,45,2,0
28,26,11,7,0.6,57,25,19,5,84,45,2,0
30,28,10,6,0.6,59,27,21,6,76,45,2,0
33,30,10,6,0.6,59,31,23,7,73,45,2,0
36,33,10,5,0.6,59,30,25,7,74,45,2,0
38,36,10,4,0.6,59,32,26,6,77,45,2,0
35,38,10,4,0.6,58,32,24,6,79,45,2,0
32,35,9,4,0.6,58,29,22,5,83,45,2,0
33,32,8,4,0.6,61,27,23,5,85,90,2,0
32,33,8,4,0.6,61,28,22,5,87,45,2,0
32,32,8,4,0.6,62,28,22,4,88,45,2,0
33,32,8,5,0.6,62,29,23,4,89,0,2,0
36,33,8,7,0.6,59,31,25,4,89,45,2,0
36,36,9,8,0.6,58,32,25,4,90,90,2,0
38,36,11,8,0.6,60,34,26,4,89,45,2,0
39,38,13,9,0.6,61,34,27,4,89,45,2,0
40,39,15,10,0.6,61,34,28,4,89,45,2,0
42,40,19,11,0.7,62,37,29,3,90,45,2,0
43,42,20,11,0.7,64,38,30,3,90,45,1,0
45,43,21,11,0.7,71,38,31,3,92,90,2,0
42,45,21,12,0.7,75,39,29,3,92,45,2,0
45,42,21,13,0.7,80,41,31,3,92,45,2,0
45,45,21,15,0.8,76,43,31,4,84,45,1,0
49,45,23,21,0.8,61,44,34,5,79,45,1,0
52,49,34,29,1,40,51,36,5,76,125,1,0
60,52,25,20,0.9,41,67,43,6,73,125,1,0
65,60,19,12,0.8,42,59,47,8,65,125,1,0
55,65,17,10,0.7,45,52,39,9,64,125,1,0
60,55,15,7,0.7,49,52,43,10,63,45,1,0
64,60,14,7,0.6,51,56,46,10,58,90,1,0
72,64,12,7,0.7,52,60,52,10,59,45,1,0
73,72,11,7,0.6,53,64,53,7,78,315,1,0
70,73,10,7,0.6,54,61,51,7,80,45,1,0
68,70,10,6,0.6,53,58,49,6,84,45,2,0
62,68,9,6,0.6,51,56,44,5,87,0,2,0
60,62,10,8,0.6,47,55,43,5,89,45,1,0
67,60,10,10,0.6,44,58,48,5,89,45,1,0
64,67,11,13,0.6,41,58,46,5,87,90,1,0
62,64,15,13,0.6,42,56,44,5,87,45,2,0
60,62,15,14,0.6,42,55,43,5,87,45,2,0
63,60,18,15,0.7,39,57,45,5,88,45,2,0
67,63,21,14,0.8,42,64,48,5,93,45,1,0
62,67,18,11,0.7,50,59,44,5,90,45,1,0
46,62,15,9,0.7,54,44,32,5,91,90,1,0
33,46,13,10,0.7,50,33,23,5,91,45,1,0
32,33,12,11,0.7,48,32,22,5,90,90,1,0
26,32,15,12,0.7,40,26,18,6,86,0,0,0
26,26,15,11,0.7,39,26,16,7,85,0,1,0
26,26,14,9,0.7,37,26,16,7,85,125,1,0
21,26,13,8,0.6,35,21,14,8,82,90,1,0
17,21,12,8,0.6,34,17,10,8,84,180,2,0
15,17,11,6,0.6,35,15,9,8,85,180,2,0
12,15,10,6,0.6,32,12,6,8,85,180,2,0
11,12,9,7,0.7,31,11,5,8,86,125,1,0
11,11,9,7,0.7,27,11,5,8,90,315,1,0
10,11,9,7,0.7,26,10,4,8,92,315,2,0
12,10,7,5,0.7,36,10,4,8,95,315,2,0
13,12,6,4,0.7,41,8,3,8,94,315,2,0
14,13,7,5,0.7,43,9,4,8,94,315,2,0
14,14,7,7,0.7,43,9,5,8,94,270,1,0
13,14,7,9,0.7,41,10,5,8,96,315,1,0.1
13,13,9,9,0.7,40,10,6,8,96,0,1,0.1
13,13,12,9,0.7,40,10,6,8,97,90,1,0.6
13,13,13,8,0.7,40,13,6,5,96,0,3,1.4
17,13,14,8,0.7,42,17,9,5,95,0,1,7.1
17,17,14,9,0.7,45,17,11,5,95,45,1,0.9
19,17,14,8,0.7,49,18,13,5,94,270,1,0.4
20,19,12,8,0.8,50,20,12,4,92,225,2,0.9
23,20,13,8,0.8,51,23,16,4,92,270,2,0.7
25,23,12,8,0.7,49,23,17,5,90,0,1,0
32,25,13,9,0.7,49,28,22,6,90,90,1,0
35,32,13,8,0.7,51,33,24,6,88,90,1,0
35,35,12,8,0.7,56,31,24,6,86,90,2,0
32,35,12,8,0.7,57,28,22,7,83,90,1,0
29,32,11,7,0.7,57,29,20,8,78,90,1,0
28,29,11,5,0.7,56,27,19,8,76,90,1,0
25,28,11,5,0.7,55,25,16,8,77,45,2,0
23,25,10,5,0.6,55,21,16,8,78,45,2,0
25,23,10,5,0.6,55,22,17,7,80,45,2,0
23,25,10,4,0.7,54,20,16,7,80,90,2,0
21,23,9,4,0.6,53,21,14,7,79,45,2,0
19,21,8,4,0.7,53,19,13,7,79,45,2,0
19,19,9,5,0.7,51,18,13,6,82,90,1,0
18,19,9,7,0.7,48,18,11,6,82,45,2,0
16,18,10,8,0.7,48,16,11,6,81,45,2,0
18,16,11,7,0.7,48,17,12,6,81,45,1,0
22,18,12,8,0.8,48,22,13,6,82,45,2,0
20,22,14,7,0.7,51,20,12,6,84,45,2,0
22,20,13,7,0.7,55,21,15,6,84,45,2,0
26,22,14,8,0.7,56,26,15,6,85,45,2,0
29,26,15,8,0.8,56,29,18,6,85,45,2,0
33,29,14,8,0.8,55,33,22,5,86,45,2,0
40,33,14,9,0.8,54,39,28,5,84,45,2,0
46,40,12,9,0.8,54,44,32,6,84,45,2,0
54,46,9,9,0.7,54,51,38,6,82,45,2,0
46,54,8,8,0.7,53,44,32,8,74,45,1,0
39,46,8,7,0.7,52,34,27,8,74,45,1,0
28,39,7,6,0.7,53,25,19,8,73,45,2,0
21,28,7,5,0.7,55,21,14,7,75,45,2,0
18,21,7,4,0.6,57,17,12,7,76,45,2,0
18,18,7,4,0.6,56,15,9,7,78,45,2,0
18,18,7,4,0.6,56,14,8,6,86,45,2,0
17,18,7,4,0.6,53,13,7,5,92,45,2,0
16,17,7,4,0.6,50,11,7,4,94,45,2,0
16,16,8,4,0.6,49,13,7,4,95,45,2,0.1
16,16,8,4,0.6,51,15,11,4,95,45,2,0
16,16,8,4,0.6,48,13,11,4,95,45,2,0.1
15,16,8,6,0.7,42,15,10,4,95,45,2,0
12,15,9,8,0.7,38,12,7,4,96,45,2,0.1
15,12,11,9,0.7,36,15,10,3,96,45,2,0.1
17,15,14,8,0.7,37,17,11,3,97,45,2,0.1
23,17,15,8,0.7,41,22,16,4,95,45,2,0
28,23,14,7,0.7,40,26,19,4,92,45,2,0
36,28,12,6,0.7,40,34,25,4,92,45,2,0
43,36,13,7,0.7,44,39,30,4,92,90,1,0
40,43,14,6,0.7,47,37,28,4,91,45,1,0
38,40,16,7,0.7,45,38,26,4,91,45,2,0
48,38,14,7,0.7,44,45,33,4,89,45,1,0
50,48,13,7,0.7,46,44,35,5,84,45,2,0
42,50,11,7,0.7,45,39,29,6,83,45,2,0
42,42,11,8,0.7,45,39,29,6,84,90,2,0
39,42,11,8,0.7,45,35,27,6,81,45,2,0
38,39,11,7,0.6,46,38,26,6,81,45,2,0
29,38,10,5,0.6,54,27,20,5,83,90,2,0
22,29,9,4,0.6,55,22,14,5,83,45,2,0
25,22,8,4,0.6,55,25,16,5,88,45,2,0
22,25,8,4,0.7,56,22,14,4,93,45,1,0
22,22,8,4,0.6,55,22,15,4,94,45,2,0.1
21,22,8,4,0.6,56,21,14,4,93,45,2,0
23,21,8,3,0.6,56,21,16,4,94,45,1,0
22,23,8,4,0.6,58,22,15,4,88,45,2,0
27,22,8,6,0.6,65,27,16,4,90,45,1,0
22,27,9,7,0.6,67,22,14,4,92,45,1,0
23,22,11,7,0.6,65,22,16,4,91,45,1,0
26,23,14,7,0.6,67,26,17,4,92,45,1,0
25,26,13,6,0.6,76,25,16,4,88,45,2,0
25,25,14,5,0.6,79,24,15,4,88,45,2,0
27,25,12,5,0.6,86,24,16,4,86,45,1,0
28,27,11,5,0.6,87,23,14,4,83,45,2,0
27,28,12,6,0.6,85,21,13,4,80,45,2,0
26,27,14,6,0.6,82,23,15,4,81,45,1,0
28,26,17,8,0.6,77,27,19,4,82,45,1,0
30,28,21,10,0.6,69,30,21,6,69,90,2,0
36,30,26,12,0.7,62,34,25,7,65,90,2,0
43,36,27,13,0.7,55,40,30,8,57,45,2,0
49,43,25,14,0.7,50,43,34,9,55,45,2,0
48,49,22,12,0.7,48,43,33,10,54,45,1,0
48,48,20,9,0.6,53,41,33,9,56,90,1,0
43,48,18,8,0.6,55,40,30,9,58,0,0,0
42,43,17,7,0.7,54,42,29,9,60,90,1,0
41,42,17,6,0.6,55,41,28,8,62,0,1,0
38,41,16,6,0.6,58,36,26,8,67,90,1,0
35,38,12,5,0.6,65,33,24,8,70,45,1,0
37,35,10,5,0.5,65,37,24,7,72,90,1,0
36,37,9,7,0.5,60,36,23,7,75,90,1,0
38,36,10,10,0.6,56,38,24,7,79,0,0,0
40,38,10,14,0.6,50,40,25,7,82,315,1,0
43,40,12,15,0.6,48,43,24,7,82,270,1,0
46,43,13,14,0.6,49,46,27,7,81,125,1,0
41,46,15,11,0.6,48,41,24,7,76,180,2,0
35,41,14,9,0.6,47,35,23,7,77,315,1,0
30,35,13,8,0.6,45,30,21,6,80,315,1,0
30,30,12,7,0.6,42,30,19,6,82,125,1,0
32,30,12,8,0.7,39,30,22,6,82,90,1,0
35,32,12,8,0.7,36,31,24,6,85,125,1,0
36,35,13,9,0.7,32,32,25,6,84,315,1,0
36,36,12,9,0.7,32,33,25,7,84,125,1,0
32,36,12,9,0.7,30,31,22,7,82,315,1,0
33,32,13,10,0.7,27,32,23,8,81,315,2,0
25,33,11,8,0.7,28,22,17,8,82,315,2,0
18,25,11,8,0.6,28,18,12,8,84,315,2,0
16,18,10,7,0.6,28,15,11,8,87,315,2,0
16,16,10,6,0.6,27,16,11,8,87,315,2,0
15,16,9,6,0.6,27,14,10,8,89,315,2,0
13,15,8,5,0.7,27,13,8,8,90,315,2,0
12,13,7,5,0.7,25,12,8,7,93,315,2,0
13,12,8,6,0.7,23,13,8,7,96,180,2,0.1
14,13,9,7,0.7,21,14,9,7,97,270,2,0
13,14,9,9,0.7,17,13,9,7,97,315,2,0
13,13,9,12,0.7,13,13,8,7,97,315,2,0.1
13,13,10,14,0.8,12,13,7,7,97,270,1,0.2
16,13,13,14,0.8,13,16,8,7,98,225,1,0.2
16,16,14,14,0.8,16,16,10,7,98,180,1,0.4
20,16,15,14,0.8,17,19,14,7,98,90,1,0.3
22,20,17,14,0.8,17,22,15,7,98,90,1,0.2
28,22,18,14,0.8,19,28,18,7,98,90,1,0.2
35,28,20,14,0.8,20,32,24,7,98,90,1,0.2
40,35,19,18,0.9,20,36,28,7,98,45,1,0
45,40,21,18,0.9,18,40,31,7,98,45,1,0
52,45,21,19,0.9,18,46,36,7,98,90,1,0
53,52,22,19,0.9,16,49,37,8,97,45,1,0
55,53,19,15,0.8,15,52,39,8,95,90,1,0
53,55,17,11,0.8,16,49,37,9,93,90,1,0
52,53,16,10,0.8,15,44,36,9,92,90,1,0
50,52,16,10,0.7,14,43,35,10,91,45,1,0
49,50,17,10,0.7,13,42,34,10,90,45,1,0
49,49,15,8,0.7,13,44,34,10,90,45,1,0
49,49,14,8,0.7,12,40,34,10,91,45,2,0
48,49,14,8,0.7,12,40,33,9,93,45,2,0
46,48,13,7,0.8,12,38,32,9,93,45,2,0
42,46,13,8,0.7,11,36,29,9,93,0,2,0
40,42,13,8,0.7,12,37,28,9,93,45,1,0
42,40,13,9,0.8,11,39,29,9,93,45,1,0
43,42,14,11,0.8,8,42,30,9,94,45,2,0
49,43,15,13,0.8,7,49,31,9,94,0,0,0
52,49,20,13,0.9,9,54,33,9,94,90,1,0
55,52,24,15,0.9,12,54,39,9,94,0,1,0
58,55,26,16,0.9,19,54,41,9,94,45,1,0
50,58,21,13,0.8,36,48,35,9,94,0,1,0
36,50,20,11,0.7,49,36,24,9,95,45,1,0
30,36,14,6,0.6,64,30,18,8,96,90,1,0
27,30,12,6,0.6,70,27,17,8,96,0,0,0
30,27,11,6,0.6,72,30,18,9,97,0,1,0
30,30,12,10,0.6,69,30,21,9,96,225,1,0
36,30,20,21,0.7,52,35,25,11,90,45,1,0
42,36,32,30,1,29,42,28,13,81,270,2,0
55,42,36,31,1.1,20,59,39,15,76,270,1,0
59,55,36,30,1.1,15,59,42,16,68,270,1,0
58,59,38,28,1,16,57,41,16,63,125,1,0
58,58,36,23,1,15,55,41,17,61,125,2,0
54,58,35,21,1,13,52,38,16,61,125,2,0
50,54,31,20,1,12,48,35,16,62,180,1,0
50,50,34,19,1,10,47,35,14,79,270,1,0
50,50,31,19,1.1,10,47,35,12,88,270,1,0
48,50,25,16,1,11,45,33,11,92,225,1,0
50,48,24,14,1.1,11,46,35,11,91,270,2,0
49,50,23,13,1.1,10,44,34,11,94,225,1,0
48,49,23,15,1.1,12,44,33,10,96,270,1,0
49,48,27,18,1.2,14,46,34,10,97,0,1,0
52,49,36,25,1.2,17,50,36,10,96,270,1,0
54,52,27,17,0.7,40,55,38,10,96,0,1,0
45,54,16,7,0.5,67,43,31,10,95,315,1,0
37,45,12,5,0.5,78,37,23,10,96,180,1,0
35,37,11,5,0.5,84,35,21,10,97,225,1,0
34,35,11,5,0.5,90,34,23,9,97,125,1,0
35,34,10,6,0.5,93,34,24,9,98,270,1,0
36,35,10,6,0.5,91,36,25,11,97,45,1,0
37,36,12,10,0.5,85,37,25,13,91,180,1,0
39,37,17,20,0.6,69,39,25,15,74,315,2,0
49,39,31,30,0.9,44,49,31,18,62,180,2,0
