aqi	so2	no2	co	o3	pm10	pm2_5	pubtime
24	4	19	0.8	76	23	8	2021/8/9 18:00
33	5	21	0.7	72	33	10	2021/8/9 19:00
33	5	23	0.7	60	33	13	2021/8/9 20:00
34	5	24	0.7	47	34	13	2021/8/9 21:00
32	5	33	0.7	31	32	12	2021/8/9 22:00
37	5	40	0.8	17	37	15	2021/8/9 23:00
43	5	40	0.8	13	43	19	2021/8/10 0:00
49	5	40	0.8	8	49	19	2021/8/10 1:00
51	5	37	0.8	7	51	21	2021/8/10 2:00
51	5	34	0.8	9	52	21	2021/8/10 3:00
49	5	35	0.7	7	49	20	2021/8/10 4:00
49	5	32	0.7	6	49	22	2021/8/10 5:00
46	5	30	0.8	6	46	20	2021/8/10 6:00
46	6	29	0.8	8	46	22	2021/8/10 7:00
50	6	27	0.8	13	50	24	2021/8/10 8:00
52	8	31	0.8	24	53	24	2021/8/10 9:00
54	11	28	0.8	48	58	28	2021/8/10 10:00
57	10	20	0.7	82	63	29	2021/8/10 11:00
47	8	17	0.7	106	47	22	2021/8/10 12:00
44	8	15	0.6	123	44	19	2021/8/10 13:00
45	7	14	0.6	135	45	21	2021/8/10 14:00
45	7	20	0.6	128	45	21	2021/8/10 15:00
44	8	17	0.5	138	43	18	2021/8/10 16:00
47	8	18	0.5	149	43	18	2021/8/10 17:00
49	8	17	0.5	150	49	21	2021/8/10 18:00
46	6	20	0.5	109	46	21	2021/8/10 19:00
43	6	20	0.5	76	43	18	2021/8/10 20:00
35	6	17	0.5	71	35	16	2021/8/10 21:00
32	5	15	0.5	81	32	14	2021/8/10 22:00
26	5	19	0.5	69	26	12	2021/8/10 23:00
25	5	18	0.6	55	25	12	2021/8/11 0:00
24	5	17	0.5	53	24	13	2021/8/11 1:00
24	5	16	0.5	52	24	11	2021/8/11 2:00
30	4	13	0.5	49	30	16	2021/8/11 3:00
24	4	12	0.5	47	24	12	2021/8/11 4:00
23	4	11	0.5	44	23	12	2021/8/11 5:00
23	5	12	0.5	40	23	13	2021/8/11 6:00
26	5	12	0.5	40	26	13	2021/8/11 7:00
25	5	16	0.6	38	25	12	2021/8/11 8:00
28	5	18	0.6	41	28	14	2021/8/11 9:00
30	5	16	0.5	52	30	13	2021/8/11 10:00
32	4	13	0.5	65	32	11	2021/8/11 11:00
31	5	15	0.5	70	31	14	2021/8/11 12:00
28	4	11	0.5	81	28	12	2021/8/11 13:00
27	5	12	0.5	83	27	12	2021/8/11 14:00
28	4	12	0.5	87	23	9	2021/8/11 15:00
30	4	11	0.5	93	19	10	2021/8/11 16:00
28	5	15	0.6	89	23	8	2021/8/11 17:00
32	5	16	0.6	76	32	11	2021/8/11 18:00
31	4	14	0.5	59	31	13	2021/8/11 19:00
19	4	13	0.5	51	19	9	2021/8/11 20:00
15	4	19	0.5	38	15	7	2021/8/11 21:00
18	5	27	0.6	24	18	7	2021/8/11 22:00
18	4	24	0.6	23	18	10	2021/8/11 23:00
18	4	23	0.6	20	18	10	2021/8/12 0:00
20	5	18	0.5	23	20	7	2021/8/12 1:00
18	5	17	0.5	21	18	6	2021/8/12 2:00
18	5	14	0.5	23	18	6	2021/8/12 3:00
18	5	12	0.5	26	18	7	2021/8/12 4:00
18	5	12	0.5	26	18	6	2021/8/12 5:00
17	5	12	0.4	24	17	6	2021/8/12 6:00
16	5	13	0.5	21	16	5	2021/8/12 7:00
18	5	17	0.5	20	18	6	2021/8/12 8:00
20	5	17	0.5	25	20	6	2021/8/12 9:00
23	5	16	0.5	31	23	7	2021/8/12 10:00
22	5	12	0.5	42	22	7	2021/8/12 11:00
17	5	13	0.5	42	17	6	2021/8/12 12:00
18	5	11	0.5	46	18	5	2021/8/12 13:00
19	5	10	0.5	58	16	6	2021/8/12 14:00
22	5	9	0.4	70	15	6	2021/8/12 15:00
21	5	12	0.4	65	16	6	2021/8/12 16:00
21	5	13	0.5	47	21	6	2021/8/12 17:00
17	5	12	0.4	52	17	6	2021/8/12 18:00
16	5	15	0.5	43	16	5	2021/8/12 19:00
19	5	17	0.5	34	19	5	2021/8/12 20:00
20	5	15	0.4	35	20	8	2021/8/12 21:00
20	5	13	0.4	35	20	8	2021/8/12 22:00
18	5	13	0.5	35	18	5	2021/8/12 23:00
17	5	12	0.4	34	17	6	2021/8/13 0:00
17	5	11	0.4	34	17	5	2021/8/13 1:00
17	5	9	0.4	36	17	6	2021/8/13 2:00
16	5	9	0.4	38	16	5	2021/8/13 3:00
18	5	8	0.4	39	18	8	2021/8/13 4:00
19	5	9	0.4	38	19	8	2021/8/13 5:00
17	5	10	0.5	35	17	8	2021/8/13 6:00
18	5	12	0.5	34	18	7	2021/8/13 7:00
16	5	16	0.5	26	16	9	2021/8/13 8:00
15	5	17	0.6	24	15	8	2021/8/13 9:00
15	5	14	0.5	31	15	8	2021/8/13 10:00
17	5	15	0.5	36	17	8	2021/8/13 11:00
20	5	14	0.5	42	20	9	2021/8/13 12:00
19	5	12	0.5	42	19	7	2021/8/13 13:00
19	5	14	0.5	39	19	8	2021/8/13 14:00
14	5	16	0.6	36	14	6	2021/8/13 15:00
13	5	19	0.6	38	13	5	2021/8/13 16:00
14	5	20	0.7	41	14	5	2021/8/13 17:00
17	5	20	0.7	43	17	7	2021/8/13 18:00
19	5	19	0.7	41	19	8	2021/8/13 19:00
19	5	20	0.7	35	19	8	2021/8/13 20:00
23	5	23	0.7	27	23	9	2021/8/13 21:00
25	5	23	0.8	22	25	9	2021/8/13 22:00
29	6	17	0.8	31	29	11	2021/8/13 23:00
24	6	15	0.7	36	24	11	2021/8/14 0:00
24	5	10	0.6	45	24	9	2021/8/14 1:00
18	5	9	0.6	47	18	7	2021/8/14 2:00
15	5	8	0.6	47	14	5	2021/8/14 3:00
16	5	7	0.6	49	14	3	2021/8/14 4:00
15	5	8	0.6	48	13	4	2021/8/14 5:00
16	5	7	0.6	51	16	5	2021/8/14 6:00
18	5	7	0.6	53	18	8	2021/8/14 7:00
20	5	9	0.6	54	20	8	2021/8/14 8:00
22	5	13	0.6	52	22	10	2021/8/14 9:00
25	5	18	0.6	45	25	13	2021/8/14 10:00
26	4	19	0.7	47	26	16	2021/8/14 11:00
19	4	19	0.7	51	19	11	2021/8/14 12:00
18	4	17	0.7	56	14	7	2021/8/14 13:00
18	4	17	0.7	57	13	6	2021/8/14 14:00
18	4	18	0.7	56	13	6	2021/8/14 15:00
17	4	18	0.7	54	13	6	2021/8/14 16:00
16	4	18	0.7	51	13	5	2021/8/14 17:00
16	4	16	0.7	49	13	4	2021/8/14 18:00
15	4	14	0.6	45	14	6	2021/8/14 19:00
14	4	13	0.6	42	13	6	2021/8/14 20:00
14	4	12	0.6	42	14	6	2021/8/14 21:00
13	4	11	0.6	41	12	5	2021/8/14 22:00
14	4	9	0.5	44	10	3	2021/8/14 23:00
14	4	8	0.5	44	12	4	2021/8/15 0:00
15	4	7	0.5	45	13	5	2021/8/15 1:00
15	5	6	0.5	47	12	4	2021/8/15 2:00
17	5	5	0.5	54	10	2	2021/8/15 3:00
18	4	4	0.5	56	9	3	2021/8/15 4:00
19	5	4	0.5	58	10	3	2021/8/15 5:00
18	4	5	0.5	57	8	3	2021/8/15 6:00
17	5	6	0.5	54	8	3	2021/8/15 7:00
16	5	9	0.6	49	8	2	2021/8/15 8:00
15	5	11	0.6	45	10	3	2021/8/15 9:00
15	5	12	0.6	46	12	4	2021/8/15 10:00
15	5	12	0.6	46	14	5	2021/8/15 11:00
15	5	12	0.6	45	15	6	2021/8/15 12:00
18	5	12	0.6	44	18	7	2021/8/15 13:00
18	5	10	0.6	48	18	10	2021/8/15 14:00
16	5	10	0.6	50	15	6	2021/8/15 15:00
16	5	12	0.6	50	15	6	2021/8/15 16:00
16	5	15	0.6	46	16	5	2021/8/15 17:00
14	4	18	0.7	39	14	5	2021/8/15 18:00
12	5	21	0.7	31	12	5	2021/8/15 19:00
18	5	24	0.8	23	18	8	2021/8/15 20:00
17	5	23	0.7	20	17	8	2021/8/15 21:00
16	5	26	0.8	14	16	9	2021/8/15 22:00
21	5	24	0.7	14	21	9	2021/8/15 23:00
23	4	19	0.7	16	23	10	2021/8/16 0:00
19	4	17	0.6	15	19	11	2021/8/16 1:00
18	4	16	0.6	15	18	8	2021/8/16 2:00
18	4	14	0.6	17	18	8	2021/8/16 3:00
15	4	13	0.6	16	15	8	2021/8/16 4:00
14	4	12	0.5	17	14	5	2021/8/16 5:00
11	4	11	0.5	16	11	5	2021/8/16 6:00
12	4	12	0.6	14	12	4	2021/8/16 7:00
12	4	16	0.6	13	12	5	2021/8/16 8:00
11	5	19	0.6	14	11	4	2021/8/16 9:00
16	5	18	0.6	17	16	4	2021/8/16 10:00
20	5	12	0.5	24	20	6	2021/8/16 11:00
14	5	9	0.4	30	14	5	2021/8/16 12:00
14	5	10	0.5	30	14	5	2021/8/16 13:00
16	5	9	0.5	34	16	4	2021/8/16 14:00
13	5	8	0.4	39	13	5	2021/8/16 15:00
14	5	8	0.4	44	14	4	2021/8/16 16:00
17	5	8	0.4	46	17	4	2021/8/16 17:00
16	5	11	0.4	43	16	6	2021/8/16 18:00
18	6	13	0.5	38	18	6	2021/8/16 19:00
19	5	16	0.5	29	19	6	2021/8/16 20:00
21	5	18	0.5	22	21	6	2021/8/16 21:00
23	5	18	0.5	21	23	7	2021/8/16 22:00
23	5	16	0.5	24	23	8	2021/8/16 23:00
20	4	15	0.5	23	20	8	2021/8/17 0:00
20	5	16	0.5	21	20	6	2021/8/17 1:00
21	4	12	0.4	25	21	6	2021/8/17 2:00
19	4	10	0.4	27	19	7	2021/8/17 3:00
17	4	9	0.4	29	17	6	2021/8/17 4:00
11	4	6	0.4	32	11	5	2021/8/17 5:00
9	4	8	0.4	28	9	3	2021/8/17 6:00
12	4	11	0.4	26	12	3	2021/8/17 7:00
15	4	14	0.5	23	15	5	2021/8/17 8:00
15	4	15	0.5	22	15	5	2021/8/17 9:00
18	5	13	0.5	26	18	8	2021/8/17 10:00
20	5	10	0.4	35	20	9	2021/8/17 11:00
21	5	10	0.4	42	21	8	2021/8/17 12:00
22	5	7	0.4	45	22	7	2021/8/17 13:00
18	5	8	0.4	47	18	6	2021/8/17 14:00
20	5	8	0.4	46	20	11	2021/8/17 15:00
19	4	8	0.4	40	19	7	2021/8/17 16:00
20	5	11	0.4	38	20	4	2021/8/17 17:00
20	5	15	0.5	28	20	6	2021/8/17 18:00
26	5	18	0.5	22	26	7	2021/8/17 19:00
20	5	20	0.5	19	20	6	2021/8/17 20:00
21	5	21	0.5	15	21	8	2021/8/17 21:00
24	5	22	0.5	13	24	9	2021/8/17 22:00
27	6	24	0.6	9	27	10	2021/8/17 23:00
27	6	22	0.5	9	27	11	2021/8/18 0:00
27	5	21	0.5	9	27	9	2021/8/18 1:00
26	5	19	0.5	12	26	8	2021/8/18 2:00
26	5	18	0.5	15	26	10	2021/8/18 3:00
23	5	15	0.5	20	23	10	2021/8/18 4:00
19	5	15	0.5	20	19	8	2021/8/18 5:00
20	5	13	0.5	21	20	9	2021/8/18 6:00
21	5	15	0.5	20	21	10	2021/8/18 7:00
22	5	17	0.6	20	22	10	2021/8/18 8:00
22	5	14	0.5	29	22	11	2021/8/18 9:00
25	5	12	0.4	36	25	8	2021/8/18 10:00
22	4	12	0.4	36	22	8	2021/8/18 11:00
22	5	13	0.4	43	22	8	2021/8/18 12:00
21	4	8	0.4	48	21	6	2021/8/18 13:00
17	5	7	0.4	48	17	5	2021/8/18 14:00
17	4	8	0.4	48	17	5	2021/8/18 15:00
17	4	8	0.4	48	17	4	2021/8/18 16:00
18	4	11	0.4	43	18	4	2021/8/18 17:00
20	4	11	0.4	43	20	4	2021/8/18 18:00
23	4	12	0.4	31	23	5	2021/8/18 19:00
19	4	17	0.4	20	19	6	2021/8/18 20:00
18	5	23	0.5	11	18	6	2021/8/18 21:00
22	5	23	0.5	8	22	7	2021/8/18 22:00
23	5	23	0.5	8	23	7	2021/8/18 23:00
28	4	15	0.4	22	28	9	2021/8/19 0:00
22	5	13	0.4	27	22	9	2021/8/19 1:00
22	5	13	0.4	29	22	7	2021/8/19 2:00
22	5	11	0.4	32	22	10	2021/8/19 3:00
23	5	11	0.4	34	23	9	2021/8/19 4:00
23	5	11	0.4	34	23	8	2021/8/19 5:00
25	5	11	0.4	33	25	10	2021/8/19 6:00
28	5	12	0.5	32	28	12	2021/8/19 7:00
28	6	16	0.5	28	28	13	2021/8/19 8:00
33	7	17	0.5	29	33	13	2021/8/19 9:00
33	6	14	0.5	38	33	15	2021/8/19 10:00
33	6	12	0.5	51	33	12	2021/8/19 11:00
29	6	11	0.4	53	29	12	2021/8/19 12:00
27	5	8	0.4	58	27	9	2021/8/19 13:00
24	5	7	0.4	59	24	9	2021/8/19 14:00
22	5	7	0.4	56	22	9	2021/8/19 15:00
19	5	9	0.4	57	19	8	2021/8/19 16:00
24	5	10	0.5	53	24	7	2021/8/19 17:00
24	5	12	0.5	46	24	8	2021/8/19 18:00
24	5	14	0.4	39	24	7	2021/8/19 19:00
24	6	17	0.4	34	24	7	2021/8/19 20:00
27	5	20	0.4	27	27	10	2021/8/19 21:00
28	5	21	0.4	25	28	11	2021/8/19 22:00
33	6	23	0.4	22	33	12	2021/8/19 23:00
33	6	23	0.5	19	33	12	2021/8/20 0:00
36	6	22	0.5	19	36	14	2021/8/20 1:00
32	6	18	0.4	26	32	12	2021/8/20 2:00
28	6	14	0.5	32	28	12	2021/8/20 3:00
28	6	11	0.5	34	28	12	2021/8/20 4:00
25	6	10	0.4	36	25	11	2021/8/20 5:00
24	6	8	0.4	37	24	11	2021/8/20 6:00
24	6	10	0.4	34	24	10	2021/8/20 7:00
25	6	14	0.5	32	25	11	2021/8/20 8:00
28	6	12	0.5	37	28	10	2021/8/20 9:00
28	6	12	0.4	40	28	11	2021/8/20 10:00
30	6	10	0.4	45	30	9	2021/8/20 11:00
28	5	10	0.4	53	28	10	2021/8/20 12:00
28	5	7	0.4	59	28	10	2021/8/20 13:00
25	5	7	0.4	60	25	10	2021/8/20 14:00
25	5	8	0.4	58	25	9	2021/8/20 15:00
23	5	8	0.4	58	23	8	2021/8/20 16:00
23	5	10	0.4	56	23	10	2021/8/20 17:00
24	5	11	0.4	53	24	9	2021/8/20 18:00
26	5	13	0.4	46	26	9	2021/8/20 19:00
26	5	18	0.4	36	26	10	2021/8/20 20:00
32	6	22	0.6	31	32	14	2021/8/20 21:00
57	6	19	0.7	31	58	40	2021/8/20 22:00
62	5	18	0.6	34	64	44	2021/8/20 23:00
51	6	15	0.6	36	52	32	2021/8/21 0:00
40	6	13	0.5	37	40	25	2021/8/21 1:00
35	7	11	0.4	41	35	20	2021/8/21 2:00
31	6	10	0.4	46	31	18	2021/8/21 3:00
29	6	8	0.4	48	29	16	2021/8/21 4:00
28	6	8	0.4	51	28	15	2021/8/21 5:00
28	6	8	0.4	51	28	16	2021/8/21 6:00
27	6	9	0.4	49	27	16	2021/8/21 7:00
28	6	12	0.4	45	28	15	2021/8/21 8:00
31	6	12	0.4	46	31	16	2021/8/21 9:00
35	6	12	0.5	51	35	16	2021/8/21 10:00
40	6	11	0.5	59	40	16	2021/8/21 11:00
36	6	9	0.5	67	36	18	2021/8/21 12:00
34	6	8	0.4	71	34	16	2021/8/21 13:00
31	6	8	0.4	69	31	13	2021/8/21 14:00
30	6	9	0.4	68	30	12	2021/8/21 15:00
30	5	9	0.4	67	30	12	2021/8/21 16:00
32	5	10	0.4	65	32	14	2021/8/21 17:00
34	5	10	0.4	63	34	15	2021/8/21 18:00
32	5	11	0.5	55	32	14	2021/8/21 19:00
29	5	16	0.5	43	29	12	2021/8/21 20:00
31	5	18	0.5	36	31	13	2021/8/21 21:00
39	5	17	0.5	35	39	19	2021/8/21 22:00
35	5	16	0.5	36	35	20	2021/8/21 23:00
35	5	13	0.5	42	35	18	2021/8/22 0:00
31	5	10	0.5	49	31	16	2021/8/22 1:00
27	5	8	0.4	53	27	14	2021/8/22 2:00
26	5	7	0.4	54	26	12	2021/8/22 3:00
26	5	7	0.4	55	26	13	2021/8/22 4:00
26	5	6	0.4	55	26	12	2021/8/22 5:00
26	5	6	0.4	53	26	14	2021/8/22 6:00
24	5	8	0.4	48	24	12	2021/8/22 7:00
25	5	9	0.4	45	25	13	2021/8/22 8:00
27	6	9	0.4	44	27	13	2021/8/22 9:00
30	6	9	0.4	47	30	14	2021/8/22 10:00
33	6	8	0.4	50	33	15	2021/8/22 11:00
32	5	8	0.4	55	32	12	2021/8/22 12:00
30	5	7	0.4	59	30	11	2021/8/22 13:00
29	5	7	0.4	58	29	8	2021/8/22 14:00
25	5	8	0.4	56	25	9	2021/8/22 15:00
25	5	8	0.4	58	25	8	2021/8/22 16:00
23	5	10	0.4	56	23	8	2021/8/22 17:00
27	6	12	0.4	53	27	10	2021/8/22 18:00
27	6	13	0.5	46	27	9	2021/8/22 19:00
30	5	15	0.5	39	30	10	2021/8/22 20:00
32	6	16	0.5	36	32	13	2021/8/22 21:00
33	5	15	0.5	38	33	16	2021/8/22 22:00
33	5	13	0.5	45	33	15	2021/8/22 23:00
33	5	10	0.4	51	33	16	2021/8/23 0:00
30	5	8	0.5	55	30	14	2021/8/23 1:00
26	5	7	0.5	55	26	14	2021/8/23 2:00
25	5	8	0.4	54	25	13	2021/8/23 3:00
28	5	7	0.4	55	28	14	2021/8/23 4:00
27	5	6	0.4	54	27	12	2021/8/23 5:00
24	5	7	0.4	49	24	13	2021/8/23 6:00
26	5	9	0.5	45	26	13	2021/8/23 7:00
28	5	12	0.5	40	28	15	2021/8/23 8:00
30	6	14	0.5	38	30	14	2021/8/23 9:00
34	6	12	0.5	41	34	17	2021/8/23 10:00
36	6	12	0.5	48	36	17	2021/8/23 11:00
36	6	11	0.5	53	36	16	2021/8/23 12:00
32	6	8	0.4	56	32	14	2021/8/23 13:00
29	6	9	0.5	58	29	13	2021/8/23 14:00
26	5	11	0.5	53	26	12	2021/8/23 15:00
26	5	11	0.5	57	26	10	2021/8/23 16:00
26	6	13	0.5	58	26	12	2021/8/23 17:00
28	5	13	0.5	55	28	12	2021/8/23 18:00
31	5	14	0.5	46	31	13	2021/8/23 19:00
30	6	15	0.5	41	30	12	2021/8/23 20:00
28	5	15	0.5	39	28	12	2021/8/23 21:00
27	5	14	0.5	38	27	12	2021/8/23 22:00
28	5	16	0.5	38	28	13	2021/8/23 23:00
31	6	16	0.5	36	31	14	2021/8/24 0:00
33	6	11	0.4	42	33	15	2021/8/24 1:00
25	5	7	0.4	58	25	10	2021/8/24 2:00
18	5	9	0.4	56	13	5	2021/8/24 3:00
16	5	11	0.4	49	11	3	2021/8/24 4:00
14	5	11	0.5	43	12	3	2021/8/24 5:00
12	5	11	0.4	38	12	3	2021/8/24 6:00
12	5	14	0.5	36	10	4	2021/8/24 7:00
12	5	19	0.5	33	12	5	2021/8/24 8:00
12	6	23	0.7	33	12	5	2021/8/24 9:00
17	6	22	0.7	42	17	8	2021/8/24 10:00
19	6	22	0.7	48	19	10	2021/8/24 11:00
24	6	25	0.7	43	24	12	2021/8/24 12:00
28	6	23	0.6	44	28	13	2021/8/24 13:00
24	6	22	0.6	55	24	10	2021/8/24 14:00
25	6	23	0.6	55	25	12	2021/8/24 15:00
26	6	24	0.6	54	26	12	2021/8/24 16:00
28	6	28	0.6	52	28	13	2021/8/24 17:00
29	5	30	0.6	50	29	13	2021/8/24 18:00
33	6	33	0.7	43	33	14	2021/8/24 19:00
32	5	35	0.6	37	32	17	2021/8/24 20:00
32	5	35	0.7	26	32	15	2021/8/24 21:00
35	6	36	0.7	17	35	17	2021/8/24 22:00
38	6	35	0.7	13	38	17	2021/8/24 23:00
41	6	34	0.7	13	41	20	2021/8/25 0:00
42	5	29	0.7	19	42	19	2021/8/25 1:00
40	5	27	0.7	19	40	20	2021/8/25 2:00
41	5	24	0.6	19	41	20	2021/8/25 3:00
40	5	22	0.6	20	40	20	2021/8/25 4:00
42	5	16	0.6	27	42	21	2021/8/25 5:00
36	5	14	0.6	27	36	20	2021/8/25 6:00
35	5	16	0.6	24	35	21	2021/8/25 7:00
35	6	20	0.6	24	35	21	2021/8/25 8:00
35	6	19	0.6	25	35	18	2021/8/25 9:00
42	5	17	0.5	35	42	20	2021/8/25 10:00
25	5	13	0.5	41	25	12	2021/8/25 11:00
21	5	11	0.4	58	21	9	2021/8/25 12:00
20	5	7	0.4	64	18	9	2021/8/25 13:00
20	5	9	0.4	63	20	8	2021/8/25 14:00
21	5	9	0.4	67	16	6	2021/8/25 15:00
21	5	11	0.4	67	16	5	2021/8/25 16:00
22	5	11	0.4	68	20	6	2021/8/25 17:00
20	5	13	0.4	63	20	6	2021/8/25 18:00
22	4	16	0.5	54	22	7	2021/8/25 19:00
22	5	19	0.5	47	22	8	2021/8/25 20:00
27	5	21	0.5	41	27	9	2021/8/25 21:00
27	5	21	0.5	37	27	11	2021/8/25 22:00
28	5	19	0.5	39	28	11	2021/8/25 23:00
28	5	18	0.5	41	28	12	2021/8/26 0:00
31	5	15	0.5	48	31	13	2021/8/26 1:00
29	5	12	0.5	52	29	13	2021/8/26 2:00
28	5	10	0.5	55	28	14	2021/8/26 3:00
26	5	8	0.5	58	26	12	2021/8/26 4:00
26	5	7	0.5	61	26	12	2021/8/26 5:00
26	5	7	0.4	61	26	14	2021/8/26 6:00
24	5	9	0.4	58	24	13	2021/8/26 7:00
23	5	14	0.5	54	23	12	2021/8/26 8:00
26	5	14	0.5	55	26	15	2021/8/26 9:00
29	5	12	0.5	60	29	14	2021/8/26 10:00
30	5	11	0.4	65	30	16	2021/8/26 11:00
30	5	11	0.4	67	30	13	2021/8/26 12:00
30	5	10	0.5	66	30	12	2021/8/26 13:00
28	5	13	0.5	60	28	16	2021/8/26 14:00
25	5	15	0.5	66	25	10	2021/8/26 15:00
30	6	16	0.5	70	30	9	2021/8/26 16:00
33	6	14	0.5	68	33	11	2021/8/26 17:00
34	6	15	0.5	64	34	16	2021/8/26 18:00
48	5	15	0.6	56	48	16	2021/8/26 19:00
32	5	16	0.6	49	32	18	2021/8/26 20:00
26	5	16	0.6	43	26	14	2021/8/26 21:00
23	5	16	0.6	40	23	12	2021/8/26 22:00
22	5	14	0.5	39	22	13	2021/8/26 23:00
19	5	12	0.5	41	19	10	2021/8/27 0:00
17	6	11	0.5	40	17	11	2021/8/27 1:00
22	6	11	0.5	39	22	10	2021/8/27 2:00
22	6	11	0.5	38	22	10	2021/8/27 3:00
25	6	9	0.5	48	25	13	2021/8/27 4:00
18	6	9	0.4	49	18	11	2021/8/27 5:00
18	6	10	0.5	45	18	8	2021/8/27 6:00
20	6	12	0.5	38	20	8	2021/8/27 7:00
26	6	13	0.5	37	26	12	2021/8/27 8:00
26	6	16	0.5	35	26	12	2021/8/27 9:00
24	6	20	0.5	32	24	12	2021/8/27 10:00
24	5	20	0.5	33	24	13	2021/8/27 11:00
24	6	17	0.5	36	24	14	2021/8/27 12:00
23	6	14	0.5	45	23	15	2021/8/27 13:00
22	6	16	0.6	51	22	12	2021/8/27 14:00
24	5	19	0.6	53	24	13	2021/8/27 15:00
25	6	19	0.5	59	25	14	2021/8/27 16:00
29	6	22	0.5	65	29	12	2021/8/27 17:00
30	6	23	0.5	61	30	12	2021/8/27 18:00
29	6	27	0.5	51	29	13	2021/8/27 19:00
31	6	32	0.6	32	31	13	2021/8/27 20:00
35	6	35	0.6	20	35	13	2021/8/27 21:00
36	5	34	0.6	16	36	14	2021/8/27 22:00
36	6	31	0.6	13	36	13	2021/8/27 23:00
38	6	30	0.6	9	38	13	2021/8/28 0:00
41	6	25	0.6	10	41	14	2021/8/28 1:00
36	6	23	0.6	11	36	13	2021/8/28 2:00
34	6	21	0.5	15	34	13	2021/8/28 3:00
30	6	16	0.4	25	30	12	2021/8/28 4:00
26	6	11	0.3	34	26	9	2021/8/28 5:00
21	6	9	0.4	41	21	8	2021/8/28 6:00
21	6	12	0.4	42	21	10	2021/8/28 7:00
22	6	13	0.4	42	22	10	2021/8/28 8:00
23	6	11	0.4	46	23	10	2021/8/28 9:00
23	7	8	0.3	50	23	10	2021/8/28 10:00
24	6	8	0.3	51	24	7	2021/8/28 11:00
23	6	8	0.3	52	23	6	2021/8/28 12:00
20	6	6	0.3	55	20	4	2021/8/28 13:00
18	5	7	0.3	56	17	5	2021/8/28 14:00
18	5	9	0.3	57	16	5	2021/8/28 15:00
22	5	10	0.3	53	22	4	2021/8/28 16:00
19	6	11	0.3	50	19	5	2021/8/28 17:00
21	6	10	0.3	48	21	4	2021/8/28 18:00
23	5	12	0.3	40	23	6	2021/8/28 19:00
21	6	20	0.4	35	21	5	2021/8/28 20:00
26	7	25	0.4	27	26	8	2021/8/28 21:00
30	8	28	0.5	21	30	9	2021/8/28 22:00
31	8	27	0.5	21	31	11	2021/8/28 23:00
32	7	20	0.4	31	32	11	2021/8/29 0:00
31	6	17	0.4	38	31	12	2021/8/29 1:00
27	6	15	0.4	40	27	10	2021/8/29 2:00
25	6	12	0.4	45	25	10	2021/8/29 3:00
23	7	9	0.4	48	23	10	2021/8/29 4:00
21	7	7	0.4	52	21	10	2021/8/29 5:00
22	6	7	0.4	52	22	10	2021/8/29 6:00
20	6	8	0.3	49	20	9	2021/8/29 7:00
19	6	11	0.4	47	19	8	2021/8/29 8:00
21	6	10	0.4	49	21	8	2021/8/29 9:00
22	6	10	0.3	52	22	7	2021/8/29 10:00
26	6	8	0.3	58	26	8	2021/8/29 11:00
23	7	7	0.3	63	23	8	2021/8/29 12:00
23	6	6	0.3	64	23	7	2021/8/29 13:00
20	5	6	0.3	64	20	7	2021/8/29 14:00
20	5	7	0.3	64	18	5	2021/8/29 15:00
20	5	8	0.3	63	18	6	2021/8/29 16:00
21	5	8	0.4	56	21	4	2021/8/29 17:00
19	5	9	0.4	56	19	6	2021/8/29 18:00
21	5	11	0.5	53	21	6	2021/8/29 19:00
20	5	14	0.5	46	20	7	2021/8/29 20:00
23	6	15	0.5	44	23	7	2021/8/29 21:00
23	6	18	0.6	39	23	8	2021/8/29 22:00
25	6	17	0.6	41	25	9	2021/8/29 23:00
26	6	16	0.6	44	26	11	2021/8/30 0:00
26	6	14	0.4	48	26	11	2021/8/30 1:00
26	5	11	0.4	53	26	11	2021/8/30 2:00
24	6	9	0.4	56	24	10	2021/8/30 3:00
25	6	8	0.4	57	25	10	2021/8/30 4:00
21	6	7	0.4	58	21	9	2021/8/30 5:00
21	6	8	0.4	55	21	10	2021/8/30 6:00
21	6	9	0.4	54	21	9	2021/8/30 7:00
20	6	12	0.4	50	20	9	2021/8/30 8:00
23	5	14	0.4	47	23	9	2021/8/30 9:00
26	6	13	0.4	50	26	9	2021/8/30 10:00
28	6	10	0.4	58	28	12	2021/8/30 11:00
29	5	10	0.4	60	29	12	2021/8/30 12:00
25	5	8	0.3	61	25	8	2021/8/30 13:00
21	4	7	0.3	65	21	6	2021/8/30 14:00
21	5	9	0.3	65	19	6	2021/8/30 15:00
22	5	10	0.4	66	22	8	2021/8/30 16:00
23	4	10	0.4	66	23	7	2021/8/30 17:00
23	5	14	0.4	62	23	8	2021/8/30 18:00
24	5	15	0.4	57	24	7	2021/8/30 19:00
24	5	21	0.4	48	24	9	2021/8/30 20:00
27	5	24	0.5	40	27	9	2021/8/30 21:00
31	5	23	0.4	38	31	14	2021/8/30 22:00
31	5	22	0.4	40	31	12	2021/8/30 23:00
29	5	18	0.4	46	29	11	2021/8/31 0:00
28	6	14	0.4	50	28	11	2021/8/31 1:00
23	6	12	0.4	48	23	9	2021/8/31 2:00
21	6	9	0.4	47	21	8	2021/8/31 3:00
20	6	8	0.4	50	20	9	2021/8/31 4:00
18	6	7	0.3	52	18	8	2021/8/31 5:00
17	6	7	0.4	49	17	7	2021/8/31 6:00
